x,R,G,B,min_over_frames_G,max_over_frames_G,mean_over_frames_G
2829,624,624,624,624,628,624.667
2830,624,624,624,624,628,624.533
2831,628,624,624,624,628,624.600
2832,624,624,624,624,628,625.067
2833,624,624,624,624,628,624.400
2834,624,628,624,624,628,625.933
2835,624,624,628,624,628,625.533
2836,628,624,624,624,628,625.400
2837,624,624,624,624,628,625.333
2838,628,624,624,624,628,626.467
2839,624,624,624,624,628,626.533
2840,624,624,624,624,628,626.533
2841,624,624,624,624,628,626.733
2842,628,624,628,624,628,627.733
2843,628,628,628,624,628,627.800
2844,628,628,628,624,628,627.600
2845,628,624,628,624,628,627.600
2846,628,628,628,628,632,628.600
2847,628,628,628,628,632,628.800
2848,628,628,628,628,632,628.600
2849,628,628,628,628,632,628.533
2850,628,628,628,628,632,628.733
2851,628,628,628,628,632,628.600
2852,628,632,628,628,632,629.467
2853,628,628,632,628,632,629.600
2854,628,628,628,628,632,629.867
2855,628,628,628,628,632,629.600
2856,628,632,628,628,632,630.867
2857,628,628,632,628,632,630.867
2858,628,632,628,628,632,630.000
2859,628,628,632,628,632,630.667
2860,628,632,632,628,632,631.600
2861,632,632,632,628,632,631.733
2862,632,632,632,628,632,631.400
2863,632,632,632,628,632,631.467
2864,632,632,632,632,636,632.467
2865,632,632,632,632,636,632.400
2866,632,632,632,632,636,632.667
2867,632,632,632,632,636,632.667
2868,632,632,632,632,636,632.733
2869,632,632,632,632,636,632.867
2870,636,636,632,632,636,633.733
2871,632,632,632,632,636,633.600
2872,632,632,632,632,636,633.867
2873,636,632,632,632,636,633.667
2874,636,632,632,632,636,634.333
2875,636,636,632,632,636,634.800
2876,632,632,636,632,636,634.067
2877,636,632,632,632,636,634.867
2878,636,636,636,632,636,635.533
2879,636,632,636,632,636,635.667
2880,636,636,636,632,636,635.667
2881,636,632,636,632,636,635.667
2882,636,636,636,632,636,635.667
2883,632,636,636,632,636,635.400
2884,636,636,636,636,640,636.667
2885,636,636,636,636,640,636.400
2886,636,636,640,636,640,636.733
2887,636,636,636,636,640,636.533
2888,636,640,636,636,640,638.000
2889,636,640,636,636,640,637.600
2890,636,636,640,636,640,637.333
2891,636,636,640,636,640,637.467
2892,640,636,636,636,640,638.200
2893,636,640,636,636,640,638.667
2894,636,640,640,636,640,638.667
2895,640,636,640,636,640,639.133
2896,640,640,640,636,640,639.267
2897,640,640,640,636,640,639.600
2898,640,640,640,636,640,639.333
2899,640,636,636,636,640,639.533
2900,640,640,640,636,640,639.600
2901,640,640,640,636,640,639.400
2902,640,640,640,640,644,640.400
2903,644,640,640,640,644,640.667
2904,640,640,640,640,644,640.533
2905,640,640,640,640,644,640.467
2906,644,640,644,640,644,641.600
2907,644,640,640,640,644,641.800
2908,640,640,640,640,644,641.667
2909,640,640,640,640,644,641.400
2910,644,640,644,640,644,642.400
2911,644,640,640,640,644,642.333
2912,644,644,644,640,644,641.933
2913,644,644,644,640,644,642.533
2914,640,644,644,640,644,643.733
2915,644,644,644,640,644,643.467
2916,644,640,644,640,644,643.467
2917,644,644,644,640,644,643.200
2918,644,644,644,640,644,643.733
2919,644,644,640,640,644,643.533
2920,644,644,644,644,648,644.467
2921,644,644,644,644,648,644.600
2922,644,644,644,644,648,644.467
2923,644,644,644,644,648,644.333
2924,644,648,644,644,648,645.533
2925,644,644,644,644,648,645.667
2926,644,644,644,644,648,645.933
2927,644,644,644,644,648,645.667
2928,644,644,648,644,648,646.067
2929,648,644,644,644,648,646.533
2930,648,644,648,644,648,646.733
2931,648,648,644,644,648,646.400
2932,648,648,644,644,648,647.200
2933,648,648,648,644,648,647.867
2934,648,648,648,644,648,647.467
2935,648,648,648,644,648,647.467
2936,644,644,648,644,648,647.533
2937,644,644,648,644,648,647.667
2938,648,648,648,648,652,648.667
2939,648,648,648,648,652,648.600
2940,648,648,648,648,652,648.533
2941,648,648,652,648,652,648.533
2942,652,652,652,648,652,649.800
2943,648,652,652,648,652,649.400
2944,648,648,648,648,652,649.533
2945,648,648,648,648,652,649.267
2946,648,648,648,648,652,650.467
2947,648,652,648,648,652,650.800
2948,652,648,652,648,652,650.800
2949,652,652,652,648,652,650.067
2950,652,652,652,648,652,650.267
2951,652,652,652,648,652,650.600
2952,652,652,652,648,652,651.400
2953,652,652,652,648,652,651.867
2954,652,652,652,648,652,651.600
2955,652,652,652,648,652,651.667
2956,652,656,652,652,656,652.733
2957,656,652,652,652,656,652.533
2958,652,652,652,652,656,652.533
2959,652,652,652,652,656,652.733
2960,656,656,652,652,656,653.867
2961,652,656,656,652,656,653.333
2962,652,656,656,652,656,653.667
2963,652,652,656,652,656,653.400
2964,656,656,652,652,656,654.533
2965,652,652,656,652,656,654.067
2966,656,656,656,652,656,654.800
2967,656,656,656,652,656,654.400
2968,656,656,656,652,656,654.467
2969,656,656,656,652,656,654.467
2970,656,656,656,652,656,655.533
2971,656,656,656,652,656,655.667
2972,656,656,656,652,656,655.600
2973,656,656,656,652,656,655.800
2974,656,656,656,656,660,656.467
2975,656,656,656,656,660,656.267
2976,656,656,656,656,660,656.600
2977,656,660,656,656,660,656.733
2978,660,656,660,656,660,657.733
2979,660,660,656,656,660,657.933
2980,656,660,660,656,660,657.467
2981,660,656,656,656,660,657.533
2982,656,660,660,656,660,658.333
2983,660,656,660,656,660,658.867
2984,656,660,660,656,660,658.600
2985,660,660,656,656,660,658.400
2986,660,660,660,656,660,658.600
2987,660,660,656,656,660,658.600
2988,660,660,660,656,660,659.733
2989,660,660,660,656,660,659.667
2990,660,660,660,656,660,659.667
2991,660,660,660,656,660,659.533
2992,660,660,660,660,664,660.333
2993,660,660,660,660,664,660.333
2994,660,660,660,660,664,660.267
2995,660,660,660,660,664,660.533
2996,664,664,664,660,664,661.600
2997,660,664,664,660,664,661.467
2998,660,664,664,660,664,661.467
2999,664,664,660,660,664,661.533
3000,664,664,664,660,664,662.267
3001,660,664,664,660,664,662.600
3002,664,660,664,660,664,661.933
3003,660,664,660,660,664,662.400
3004,660,664,660,660,664,662.533
3005,664,664,664,660,664,662.733
3006,664,664,664,660,664,663.533
3007,664,664,664,660,664,663.867
3008,664,664,664,660,664,663.400
3009,664,664,664,660,664,663.400
3010,664,664,668,664,668,664.533
3011,668,664,664,664,668,664.533
3012,664,668,664,664,668,664.200
3013,664,664,668,664,668,664.333
3014,668,668,664,664,668,665.267
3015,668,664,668,664,668,665.200
3016,664,668,664,664,668,665.467
3017,664,664,668,664,668,665.733
3018,668,668,664,664,668,666.533
3019,664,668,668,664,668,667.067
3020,664,668,668,664,668,666.333
3021,668,664,668,664,668,666.733
3022,668,664,664,664,668,666.267
3023,664,668,664,664,668,666.467
3024,668,668,668,664,668,667.667
3025,668,668,668,664,668,667.467
3026,668,668,668,664,668,667.733
3027,668,668,668,664,668,667.733
3028,672,668,668,668,672,668.867
3029,672,668,668,668,672,668.800
3030,668,668,668,668,672,668.533
3031,668,668,668,668,672,668.733
3032,668,668,668,668,672,669.733
3033,672,668,668,668,672,669.533
3034,668,672,672,668,672,669.467
3035,672,672,672,668,672,670.200
3036,668,672,672,668,672,669.600
3037,672,672,672,668,672,669.933
3038,672,672,672,668,672,670.533
3039,672,668,672,668,672,670.733
3040,672,668,668,668,672,670.333
3041,668,672,668,668,672,670.533
3042,672,672,672,668,672,671.800
3043,672,672,672,668,672,671.400
3044,672,672,672,668,672,671.600
3045,672,672,672,668,672,671.400
3046,676,672,676,672,676,672.733
3047,676,672,672,672,676,672.333
3048,672,672,676,672,676,672.333
3049,672,672,672,672,676,672.467
3050,676,676,672,672,676,673.467
3051,676,672,676,672,676,673.733
3052,676,676,672,672,676,673.867
3053,676,676,676,672,676,673.400
3054,676,672,676,672,676,673.467
3055,676,672,672,672,676,673.933
3056,672,672,676,672,676,674.533
3057,676,676,676,672,676,674.600
3058,676,676,676,672,676,674.333
3059,676,676,676,672,676,674.667
3060,676,676,672,672,676,675.533
3061,676,672,676,672,676,675.267
3062,676,676,676,672,676,675.667
3063,676,676,676,672,676,675.667
3064,676,676,676,676,680,676.800
3065,676,676,676,676,680,676.267
3066,676,676,676,676,680,676.800
3067,676,676,676,676,680,676.200
3068,676,676,676,676,680,677.267
3069,680,676,676,676,680,677.667
3070,680,680,676,676,680,677.800
3071,676,680,676,676,680,677.333
3072,676,676,676,676,680,677.333
3073,676,676,676,676,680,677.933
3074,676,676,680,676,680,678.667
3075,680,676,676,676,680,678.200
3076,676,676,676,676,680,678.600
3077,680,676,676,676,680,678.267
3078,680,680,680,676,680,679.533
3079,676,676,680,676,680,679.333
3080,680,676,680,676,680,679.533
3081,680,680,680,676,680,679.333
3082,680,680,680,680,684,680.933
3083,680,680,680,680,684,680.400
3084,680,680,680,680,684,680.467
3085,680,680,680,680,684,680.800
3086,680,680,680,680,684,681.600
3087,684,680,680,680,684,682.067
3088,684,684,684,680,684,681.267
3089,680,680,680,680,684,681.333
3090,680,680,680,680,684,681.667
3091,680,684,684,680,684,681.267
3092,684,684,684,680,684,682.800
3093,680,684,684,680,684,682.733
3094,680,680,684,680,684,682.600
3095,680,680,680,680,684,682.467
3096,684,684,680,680,684,683.467
3097,684,684,684,680,684,683.800
3098,684,684,684,680,684,683.333
3099,684,684,684,680,684,683.467
3100,684,688,684,684,688,685.133
3101,688,684,684,684,688,684.667
3102,684,684,684,684,688,684.333
3103,684,684,684,684,688,684.867
3104,684,684,684,684,688,684.600
3105,684,684,684,684,688,684.800
3106,684,684,688,684,688,685.667
3107,688,684,684,684,688,685.467
3108,684,688,684,684,688,685.600
3109,688,684,688,684,688,685.800
3110,688,688,684,684,688,686.867
3111,684,688,688,684,688,686.533
3112,688,688,688,684,688,686.867
3113,688,684,688,684,688,686.400
3114,688,688,684,684,688,687.733
3115,688,688,688,684,688,687.533
3116,688,684,688,684,688,687.600
3117,688,688,684,684,688,687.733
3118,688,688,688,688,692,688.933
3119,688,688,688,688,692,688.867
3120,688,688,688,688,692,688.533
3121,688,688,692,688,692,688.533
3122,688,688,688,688,692,688.800
3123,688,688,688,688,692,688.533
3124,688,688,688,688,692,689.600
3125,692,688,688,688,692,689.667
3126,688,692,692,688,692,689.667
3127,692,688,688,688,692,689.800
3128,688,692,692,688,692,690.600
3129,692,688,692,688,692,690.733
3130,692,692,688,688,692,690.667
3131,692,688,692,688,692,690.267
3132,692,692,692,688,692,691.667
3133,688,692,692,688,692,691.800
3134,692,692,692,688,692,691.467
3135,692,692,692,688,692,691.733
3136,692,692,692,692,696,692.533
3137,692,692,692,692,696,693.000
3138,692,692,692,692,696,692.600
3139,692,692,692,692,696,692.800
3140,692,692,692,692,696,692.667
3141,692,692,692,692,696,692.400
3142,696,692,692,692,696,693.800
3143,696,696,692,692,696,693.467
3144,692,696,696,692,696,693.267
3145,696,696,692,692,696,693.800
3146,692,696,696,692,696,694.333
3147,696,696,696,692,696,694.133
3148,696,692,696,692,696,694.733
3149,696,696,696,692,696,694.600
3150,696,696,696,692,696,695.667
3151,696,696,696,692,696,695.467
3152,692,696,696,692,696,695.533
3153,696,696,696,692,696,695.800
3154,696,696,696,696,700,696.333
3155,696,696,696,696,700,696.733
3156,696,700,696,696,700,696.733
3157,700,696,696,696,700,696.600
3158,696,696,696,696,700,696.533
3159,696,696,696,696,700,696.533
3160,700,696,700,696,700,697.533
3161,700,700,700,696,700,697.400
3162,700,700,700,696,700,697.267
3163,700,696,700,696,700,698.200
3164,700,700,696,696,700,698.733
3165,696,700,696,696,700,698.067
3166,700,700,700,696,700,698.733
3167,700,700,700,696,700,698.800
3168,700,700,700,696,700,699.667
3169,700,700,700,696,700,699.733
3170,700,700,696,696,700,699.800
3171,700,696,700,696,700,699.733
3172,700,700,700,700,704,700.333
3173,700,700,700,700,704,700.733
3174,700,700,700,700,704,700.800
3175,700,700,704,700,704,700.267
3176,704,700,700,700,704,700.733
3177,700,700,704,700,704,700.600
3178,704,700,700,700,704,701.533
3179,704,700,700,700,704,702.000
3180,700,704,700,700,704,701.533
3181,700,704,704,700,704,701.600
3182,704,700,704,700,704,702.600
3183,704,704,700,700,704,702.600
3184,704,704,700,700,704,702.600
3185,704,700,704,700,704,702.800
3186,704,700,704,700,704,703.600
3187,704,704,704,700,704,703.667
3188,704,704,704,700,704,703.333
3189,704,704,704,700,704,703.733
3190,704,704,704,700,704,703.533
3191,704,704,704,700,704,703.600
3192,704,704,704,704,708,704.733
3193,704,704,704,704,708,704.467
3194,704,708,704,704,708,704.600
3195,704,704,704,704,708,704.400
3196,704,704,704,704,708,705.467
3197,708,708,704,704,708,705.867
3198,708,704,708,704,708,705.533
3199,704,708,704,704,708,705.933
3200,708,708,708,704,708,706.667
3201,708,704,708,704,708,706.733
3202,704,708,704,704,708,706.867
3203,704,704,708,704,708,706.800
3204,708,708,708,704,708,707.467
3205,704,708,708,704,708,707.800
3206,708,708,708,704,708,707.467
3207,708,708,708,704,708,707.600
3208,708,708,708,704,708,707.400
3209,708,708,708,704,708,707.533
3210,708,708,708,708,712,708.200
3211,708,708,708,708,712,708.733
3212,708,708,708,708,712,708.667
3213,708,708,708,708,712,708.600
3214,708,708,708,708,712,709.200
3215,708,712,708,708,712,710.067
3216,712,712,712,708,712,709.400
3217,708,712,712,708,712,709.800
3218,712,712,712,708,712,710.467
3219,712,712,712,708,712,710.733
3220,708,712,712,708,712,710.667
3221,708,708,712,708,712,710.133
3222,712,712,712,708,712,711.400
3223,712,712,712,708,712,711.467
3224,712,712,712,708,712,711.600
3225,712,712,712,708,712,711.667
3226,712,712,712,708,712,711.533
3227,712,712,712,708,712,711.200
3228,712,712,716,712,716,712.467
3229,716,712,712,712,716,712.533
3230,712,712,712,712,716,712.667
3231,712,712,712,712,716,712.667
3232,716,712,712,712,716,713.533
3233,716,712,712,712,716,713.533
3234,712,712,712,712,716,713.667
3235,712,716,712,712,716,713.467
3236,716,716,716,712,716,714.600
3237,716,716,716,712,716,714.200
3238,712,712,716,712,716,714.733
3239,716,716,712,712,716,714.467
3240,716,716,716,712,716,715.267
3241,716,716,716,712,716,715.667
3242,716,716,716,712,716,715.733
3243,712,716,716,712,716,715.733
3244,716,716,716,712,716,715.600
3245,716,716,716,712,716,715.667
3246,720,716,716,716,720,716.400
3247,716,720,716,716,720,716.600
3248,716,716,716,716,720,716.667
3249,716,716,716,716,720,716.467
3250,716,716,716,716,720,717.067
3251,716,716,720,716,720,717.467
3252,720,716,716,716,720,717.933
3253,716,716,716,716,720,717.733
3254,720,720,716,716,720,718.333
3255,716,720,720,716,720,718.600
3256,720,720,720,716,720,718.800
3257,720,720,720,716,720,718.600
3258,716,716,716,716,720,718.333
3259,720,716,716,716,720,718.533
3260,720,720,720,716,720,719.533
3261,720,720,720,716,720,719.400
3262,720,720,716,716,720,719.533
3263,716,720,720,716,720,719.600
3264,724,720,720,720,724,720.667
3265,720,720,720,720,724,720.533
3266,720,720,720,720,724,720.467
3267,720,720,720,720,724,720.533
3268,720,720,720,720,724,721.533
3269,720,720,720,720,724,721.467
3270,720,720,720,720,724,721.667
3271,724,720,720,720,724,721.400
3272,724,724,724,720,724,722.467
3273,724,724,724,720,724,722.533
3274,720,724,724,720,724,722.867
3275,720,724,724,720,724,723.000
3276,724,720,724,720,724,722.467
3277,724,724,720,720,724,723.000
3278,724,724,724,720,724,723.600
3279,724,724,724,720,724,723.667
3280,720,724,724,720,724,723.600
3281,724,724,720,720,724,723.600
3282,724,724,728,724,728,724.600
3283,724,724,724,724,728,724.533
3284,724,724,724,724,728,724.533
3285,724,724,724,724,728,724.667
3286,724,728,724,724,728,725.400
3287,724,724,724,724,728,725.333
3288,724,728,728,724,728,725.667
3289,728,724,728,724,728,725.800
3290,728,724,728,724,728,726.067
3291,728,728,724,724,728,726.400
3292,728,728,728,724,728,726.533
3293,724,728,728,724,728,726.333
3294,728,728,728,724,728,726.667
3295,728,728,728,724,728,726.733
3296,728,728,724,724,728,727.667
3297,728,728,728,724,728,727.333
3298,728,728,728,724,728,727.733
3299,728,728,728,724,728,727.467
3300,728,728,728,728,732,728.467
3301,728,728,728,728,732,728.533
3302,728,728,732,728,732,728.400
3303,728,728,732,728,732,728.467
3304,732,732,732,728,732,729.200
3305,732,732,732,728,732,730.267
3306,732,728,732,728,732,729.000
3307,728,732,728,728,732,729.667
3308,732,732,732,728,732,730.667
3309,732,732,732,728,732,730.667
3310,728,732,732,728,732,730.800
3311,732,732,732,728,732,730.533
3312,732,732,728,728,732,730.733
3313,732,728,732,728,732,730.533
3314,732,732,732,728,732,731.600
3315,732,732,732,728,732,731.200
3316,732,732,732,728,732,731.667
3317,732,732,732,728,732,731.733
3318,732,732,732,732,736,732.467
3319,732,732,736,732,736,732.267
3320,732,732,732,732,736,733.000
3321,732,732,732,732,736,732.533
3322,736,732,732,732,736,733.467
3323,732,736,732,732,736,733.800
3324,736,732,736,732,736,733.267
3325,732,736,732,732,736,733.800
3326,736,732,736,732,736,734.933
3327,736,736,732,732,736,734.667
3328,732,732,736,732,736,734.467
3329,736,736,732,732,736,734.667
3330,732,736,736,732,736,734.133
3331,736,736,736,732,736,734.333
3332,736,736,736,732,736,735.733
3333,736,736,736,732,736,735.533
3334,736,736,736,732,736,735.467
3335,736,736,736,732,736,735.400
3336,736,740,736,736,740,736.800
3337,740,736,736,736,740,736.400
3338,736,736,736,736,740,736.733
3339,736,736,736,736,740,736.400
3340,740,736,740,736,740,737.467
3341,736,736,740,736,740,737.200
3342,740,736,736,736,740,737.667
3343,736,740,740,736,740,738.133
3344,740,736,740,736,740,737.533
3345,736,740,740,736,740,737.733
3346,740,740,740,736,740,738.600
3347,740,740,740,736,740,738.067
3348,740,740,740,736,740,738.800
3349,740,740,740,736,740,738.400
3350,740,740,740,736,740,739.467
3351,740,740,740,736,740,739.600
3352,740,740,740,736,740,739.600
3353,740,740,740,736,740,739.733
3354,740,740,740,740,744,740.467
3355,740,740,740,740,744,740.667
3356,740,740,740,740,744,740.867
3357,740,740,740,740,744,740.600
3358,740,740,744,740,744,741.733
3359,744,740,740,740,744,741.533
3360,744,744,740,740,744,741.800
3361,744,744,744,740,744,742.067
3362,744,744,744,740,744,741.600
3363,744,740,744,740,744,741.267
3364,740,744,744,740,744,742.733
3365,744,744,740,740,744,742.333
3366,740,744,744,740,744,742.667
3367,744,744,744,740,744,742.533
3368,744,744,744,740,744,743.733
3369,744,744,740,740,744,743.600
3370,744,744,744,740,744,743.533
3371,744,740,744,740,744,743.600
3372,744,744,744,744,748,744.400
3373,744,744,744,744,748,744.733
3374,744,744,744,744,748,744.533
3375,744,744,744,744,748,744.733
3376,744,744,744,744,748,745.467
3377,748,744,748,744,748,745.600
3378,744,748,748,744,748,745.400
3379,748,744,748,744,748,745.667
3380,744,748,744,744,748,745.467
3381,744,748,748,744,748,745.067
3382,748,748,748,744,748,747.000
3383,748,748,748,744,748,746.667
3384,748,748,744,744,748,746.267
3385,744,748,748,744,748,746.867
3386,748,744,748,744,748,747.533
3387,748,748,744,744,748,747.733
3388,748,748,748,744,748,747.467
3389,748,748,748,744,748,747.667
3390,752,748,748,748,752,748.933
3391,748,748,748,748,752,748.733
3392,748,752,748,748,752,748.533
3393,748,748,752,748,752,748.400
3394,748,752,748,748,752,749.667
3395,752,748,752,748,752,749.733
3396,748,752,748,748,752,749.533
3397,752,748,752,748,752,749.600
3398,752,752,748,748,752,749.533
3399,752,748,748,748,752,750.000
3400,752,752,748,748,752,750.867
3401,748,752,752,748,752,750.867
3402,752,752,752,748,752,750.600
3403,748,752,752,748,752,750.267
3404,752,748,752,748,752,751.600
3405,752,752,752,748,752,751.533
3406,752,748,752,748,752,751.800
3407,752,752,748,748,752,751.800
3408,752,756,752,752,756,752.867
3409,752,756,752,752,756,752.467
3410,752,752,756,752,756,752.333
3411,756,752,752,752,756,752.467
3412,752,752,752,752,756,752.600
3413,752,752,752,752,756,752.667
3414,752,756,756,752,756,754.133
3415,756,752,752,752,756,754.133
3416,752,756,752,752,756,753.467
3417,752,752,756,752,756,754.067
3418,756,756,756,752,756,754.533
3419,756,756,756,752,756,754.067
3420,752,756,756,752,756,754.067
3421,752,756,752,752,756,754.667
3422,756,752,756,752,756,755.533
3423,756,756,752,752,756,755.533
3424,756,756,756,752,756,755.733
3425,756,756,756,752,756,755.667
3426,760,760,756,756,760,756.667
3427,756,756,756,756,760,756.333
3428,756,756,756,756,760,756.333
3429,756,756,760,756,760,756.467
3430,756,756,760,756,760,756.667
3431,760,756,756,756,760,756.533
3432,756,760,756,756,760,757.533
3433,760,760,756,756,760,758.133
3434,756,756,760,756,760,757.267
3435,760,756,756,756,760,758.000
3436,760,760,760,756,760,758.267
3437,756,756,760,756,760,758.533
3438,760,756,756,756,760,758.467
3439,760,760,756,756,760,758.733
3440,760,760,760,756,760,759.600
3441,760,760,760,756,760,759.667
3442,760,760,760,756,760,759.600
3443,760,760,760,756,760,759.400
3444,760,760,764,760,764,760.533
3445,760,760,760,760,764,760.467
3446,760,760,760,760,764,760.467
3447,760,760,760,760,764,760.667
3448,760,760,760,760,764,760.600
3449,760,760,760,760,764,760.333
3450,764,764,760,760,764,761.600
3451,760,760,764,760,764,761.800
3452,760,760,760,760,764,761.533
3453,764,760,764,760,764,761.333
3454,764,764,760,760,764,762.600
3455,760,760,764,760,764,763.000
3456,764,760,760,760,764,762.533
3457,760,764,760,760,764,762.800
3458,764,764,764,760,764,763.800
3459,764,764,764,760,764,763.800
3460,764,764,764,760,764,763.800
3461,764,764,764,760,764,763.867
3462,764,764,764,764,768,764.733
3463,764,764,764,764,768,764.800
3464,764,764,764,764,768,764.600
3465,764,768,764,764,768,764.667
3466,764,764,764,764,768,764.600
3467,764,764,764,764,768,764.667
3468,764,768,764,764,768,765.733
3469,764,764,764,764,768,765.667
3470,764,768,764,764,768,765.600
3471,768,764,768,764,768,765.600
3472,768,768,764,764,768,766.533
3473,764,764,768,764,768,766.867
3474,768,764,764,764,768,766.867
3475,768,764,764,764,768,766.800
3476,764,768,764,764,768,767.867
3477,764,768,768,764,768,767.600
3478,768,768,768,764,768,767.800
3479,768,768,768,764,768,767.533
3480,768,768,772,768,772,768.400
3481,768,768,768,768,772,768.733
3482,772,768,768,768,772,768.467
3483,768,768,768,768,772,768.933
3484,768,768,768,768,772,769.200
3485,768,768,768,768,772,768.733
3486,768,772,772,768,772,769.533
3487,772,768,768,768,772,769.667
3488,768,772,768,768,772,769.600
3489,772,768,768,768,772,769.800
3490,768,772,768,768,772,770.733
3491,768,772,772,768,772,770.733
3492,768,768,772,768,772,770.733
3493,768,768,768,768,772,770.733
3494,772,772,772,768,772,771.733
3495,772,772,772,768,772,771.733
3496,772,772,772,768,772,771.600
3497,772,772,772,768,772,771.867
3498,772,772,772,768,772,771.667
3499,772,772,772,768,772,771.867
3500,772,772,772,772,776,772.867
3501,772,776,772,772,776,772.733
3502,772,772,772,772,776,772.800
3503,772,776,772,772,776,772.533
3504,772,772,776,772,776,773.800
3505,776,776,772,772,776,773.533
3506,772,772,776,772,776,773.467
3507,776,772,772,772,776,773.333
3508,776,776,776,772,776,774.667
3509,772,772,772,772,776,774.267
3510,776,776,776,772,776,774.400
3511,776,772,776,772,776,774.667
3512,772,776,776,772,776,775.733
3513,776,772,776,772,776,775.600
3514,776,776,776,772,776,775.667
3515,776,776,776,772,776,775.800
3516,776,776,776,772,776,775.533
3517,776,776,776,772,776,775.733
3518,776,776,776,776,780,776.533
3519,776,776,776,776,780,776.733
3520,776,776,776,776,780,776.400
3521,776,776,776,776,780,776.800
3522,780,776,776,776,780,777.600
3523,776,780,780,776,780,777.200
3524,776,776,780,776,780,777.600
3525,776,776,780,776,780,776.733
3526,776,776,780,776,780,778.667
3527,780,780,776,776,780,778.733
3528,776,780,780,776,780,778.267
3529,780,780,780,776,780,778.533
3530,780,780,780,776,780,779.667
3531,780,780,780,776,780,779.200
3532,780,780,776,776,780,779.333
3533,780,780,780,776,780,779.667
3534,780,780,780,776,780,779.667
3535,780,780,776,776,780,779.600
3536,780,780,780,780,784,780.400
3537,780,780,780,780,784,780.467
3538,780,780,784,780,784,780.667
3539,780,780,780,780,784,780.467
3540,784,780,784,780,784,781.067
3541,784,784,780,780,784,781.533
3542,780,784,784,780,784,781.667
3543,780,784,784,780,784,781.333
3544,784,780,784,780,784,782.667
3545,784,784,780,780,784,782.800
3546,780,784,784,780,784,782.533
3547,784,780,780,780,784,782.133
3548,784,784,784,780,784,783.733
3549,784,784,784,780,784,783.533
3550,784,784,784,780,784,783.333
3551,784,784,784,780,784,783.800
3552,784,784,784,780,784,783.600
3553,784,784,784,780,784,783.333
3554,784,784,784,784,788,784.333
3555,788,784,784,784,788,784.533
3556,784,788,784,784,788,784.267
3557,784,784,784,784,788,784.333
3558,788,788,784,784,788,785.400
3559,788,784,788,784,788,785.733
3560,788,784,784,784,788,785.200
3561,784,788,784,784,788,785.533
3562,788,788,788,784,788,787.133
3563,788,788,788,784,788,786.333
3564,784,784,784,784,788,786.600
3565,784,788,788,784,788,786.733
3566,788,784,788,784,788,786.267
3567,784,788,788,784,788,786.867
3568,788,788,788,784,788,787.533
3569,788,788,788,784,788,787.733
3570,788,788,788,784,788,787.667
3571,788,788,788,784,788,787.867
3572,792,788,788,788,792,789.200
3573,788,788,792,788,792,788.667
3574,788,792,788,788,792,788.667
3575,792,788,788,788,792,788.600
3576,788,788,788,788,792,789.800
3577,788,788,788,788,792,789.533
3578,792,792,788,788,792,789.800
3579,792,792,792,788,792,789.333
3580,792,792,792,788,792,790.867
3581,792,788,792,788,792,790.733
3582,792,792,788,788,792,790.400
3583,792,792,792,788,792,790.733
3584,792,788,792,788,792,790.667
3585,792,792,788,788,792,790.933
3586,792,792,792,788,792,791.733
3587,792,792,792,788,792,791.733
3588,792,792,792,788,792,791.467
3589,792,792,792,788,792,791.867
3590,796,796,792,792,796,793.000
3591,792,792,792,792,796,792.800
3592,796,792,792,792,796,792.267
3593,792,792,792,792,796,792.667
3594,792,796,792,792,796,793.933
3595,792,796,796,792,796,792.933
3596,796,796,796,792,796,793.533
3597,796,792,796,792,796,793.200
3598,792,796,796,792,796,794.333
3599,796,792,796,792,796,794.800
3600,796,796,792,792,796,794.400
3601,792,796,796,792,796,794.400
3602,796,796,796,792,796,794.600
3603,796,796,796,792,796,794.733
3604,796,796,796,792,796,795.467
3605,796,796,792,792,796,795.600
3606,796,796,796,792,796,795.600
3607,796,796,796,792,796,795.200
3608,796,796,800,796,800,796.533
3609,796,796,796,796,800,796.533
3610,796,796,796,796,800,796.667
3611,796,796,796,796,800,796.667
3612,800,800,800,796,800,797.933
3613,800,796,796,796,800,797.400
3614,796,796,796,796,800,797.267
3615,796,796,796,796,800,797.667
3616,800,800,796,796,800,798.600
3617,800,800,800,796,800,798.400
3618,796,800,800,796,800,798.733
3619,800,796,796,796,800,798.933
3620,800,800,800,796,800,798.667
3621,800,800,800,796,800,798.800
3622,800,796,800,796,800,799.800
3623,800,800,800,796,800,799.600
3624,800,800,800,796,800,799.533
3625,800,800,800,796,800,799.667
3626,800,800,800,800,804,800.667
3627,800,800,800,800,804,800.867
3628,800,800,804,800,804,800.733
3629,800,800,800,800,804,800.667
3630,800,800,804,800,804,801.600
3631,800,804,800,800,804,801.800
3632,800,800,804,800,804,801.733
3633,804,800,804,800,804,801.400
3634,804,804,804,800,804,801.467
3635,800,800,804,800,804,801.200
3636,800,800,804,800,804,802.600
3637,804,800,800,800,804,802.400
3638,804,804,800,800,804,802.867
3639,804,804,804,800,804,802.667
3640,804,804,804,800,804,803.667
3641,804,804,804,800,804,803.600
3642,804,804,800,800,804,803.800
3643,804,804,804,800,804,803.733
3644,808,804,804,804,808,804.533
3645,804,808,804,804,808,804.533
3646,804,808,804,804,808,804.867
3647,804,808,804,804,808,804.533
3648,808,804,808,804,808,805.733
3649,808,808,808,804,808,805.533
