x,R,G,B,min_over_frames_G,max_over_frames_G,mean_over_frames_G
1641,360,364,364,360,364,362.333
1642,364,364,364,360,364,362.467
1643,360,364,364,360,364,362.267
1644,360,364,364,360,364,362.667
1645,360,364,364,360,364,362.933
1646,364,364,364,360,364,363.467
1647,364,364,360,360,364,363.400
1648,364,364,364,360,364,363.800
1649,364,364,364,360,364,363.867
1650,364,364,364,364,364,364.000
1651,364,364,364,364,368,364.467
1652,364,364,364,364,368,364.200
1653,368,364,364,364,368,364.800
1654,368,364,364,364,368,365.000
1655,368,364,364,364,368,365.067
1656,364,368,364,364,368,365.400
1657,364,364,368,364,368,365.400
1658,368,364,364,364,368,365.867
1659,368,368,364,364,368,365.933
1660,368,368,368,364,368,366.200
1661,368,368,368,364,368,366.600
1662,368,368,368,364,368,366.733
1663,368,368,368,364,368,367.067
1664,368,364,368,364,368,367.067
1665,368,368,368,364,368,367.267
1666,368,368,368,364,368,367.733
1667,368,368,368,364,368,367.933
1668,368,368,368,368,368,368.000
1669,368,372,368,368,372,368.133
1670,372,368,372,368,372,368.400
1671,372,368,368,368,372,368.800
1672,368,372,368,368,372,368.267
1673,372,368,372,368,372,369.133
1674,368,368,368,368,372,369.400
1675,368,372,368,368,372,369.333
1676,372,372,372,368,372,369.333
1677,372,368,372,368,372,371.000
1678,372,368,372,368,372,370.600
1679,372,372,372,368,372,370.067
1680,372,372,372,368,372,371.000
1681,368,368,372,368,372,370.200
1682,372,372,372,368,372,371.267
1683,372,372,372,368,372,370.933
1684,372,372,372,372,372,372.000
1685,372,372,372,372,372,372.000
1686,372,372,372,372,372,372.000
1687,372,372,372,372,376,372.333
1688,372,372,376,372,376,372.533
1689,376,372,372,372,376,372.400
1690,372,376,372,372,376,372.800
1691,372,376,376,372,376,373.600
1692,376,372,376,372,376,373.267
1693,376,372,372,372,376,373.000
1694,372,376,372,372,376,374.000
1695,372,376,376,372,376,374.000
1696,376,372,376,372,376,374.000
1697,372,376,372,372,376,374.333
1698,372,376,372,372,376,374.933
1699,376,372,376,372,376,374.933
1700,376,376,376,372,376,375.267
1701,376,376,376,372,376,375.200
1702,376,376,372,372,376,375.400
1703,376,376,376,372,376,375.733
1704,376,376,376,376,376,376.000
1705,376,376,376,376,380,376.200
1706,376,376,376,376,380,376.400
1707,376,376,380,376,380,376.933
1708,380,376,376,376,380,376.933
1709,376,380,376,376,380,377.267
1710,376,380,380,376,380,377.667
1711,380,380,380,376,380,377.667
1712,380,380,380,376,380,378.067
1713,376,376,380,376,380,377.733
1714,376,376,376,376,380,378.333
1715,380,376,376,376,380,378.533
1716,376,380,376,376,380,378.533
1717,380,380,380,376,380,379.333
1718,380,380,380,376,380,379.000
1719,380,380,380,376,380,379.533
1720,380,380,380,376,380,379.867
1721,380,380,376,376,380,379.867
1722,380,380,380,380,380,380.000
1723,380,380,380,380,384,380.200
1724,380,384,380,380,384,380.667
1725,380,380,380,380,384,380.533
1726,384,380,384,380,384,380.933
1727,384,380,380,380,384,381.067
1728,380,384,380,380,384,381.733
1729,384,384,380,380,384,381.533
1730,380,380,384,380,384,382.067
1731,380,384,380,380,384,382.267
1732,380,384,384,380,384,382.000
1733,384,380,384,380,384,382.200
1734,384,380,380,380,384,382.867
1735,384,384,380,380,384,383.267
1736,384,384,384,380,384,383.200
1737,380,384,384,380,384,383.400
1738,384,384,384,380,384,383.400
1739,384,384,384,380,384,383.667
1740,384,384,384,380,384,383.933
1741,388,384,384,384,388,384.400
1742,384,384,384,384,388,384.600
1743,384,388,384,384,388,385.000
1744,384,388,388,384,388,384.600
1745,384,384,388,384,388,384.800
1746,388,384,384,384,388,385.333
1747,384,384,384,384,388,385.800
1748,388,384,384,384,388,385.267
1749,384,388,384,384,388,386.067
1750,384,388,388,384,388,386.400
1751,384,384,388,384,388,386.467
1752,384,388,388,384,388,386.267
1753,388,384,388,384,388,386.733
1754,388,384,384,384,388,387.000
1755,388,388,384,384,388,387.267
1756,384,388,388,384,388,387.400
1757,388,388,388,384,388,387.733
1758,388,388,388,388,388,388.000
1759,388,388,388,388,392,388.067
1760,388,388,392,388,392,388.133
1761,388,388,388,388,392,388.400
1762,388,388,388,388,392,389.067
1763,388,388,388,388,392,389.067
1764,388,392,392,388,392,389.133
1765,388,392,392,388,392,389.400
1766,388,392,392,388,392,389.467
1767,392,388,392,388,392,390.000
1768,392,388,388,388,392,390.000
1769,392,388,388,388,392,390.600
1770,388,392,388,388,392,390.467
1771,392,392,392,388,392,390.533
1772,392,392,392,388,392,390.533
1773,392,392,392,388,392,390.933
1774,392,392,392,388,392,391.467
1775,392,392,392,392,392,392.000
1776,392,392,392,388,392,391.800
1777,392,392,392,392,392,392.000
1778,392,392,392,392,396,392.200
1779,392,396,392,392,396,392.400
1780,396,392,396,392,396,392.800
1781,392,392,392,392,396,392.667
1782,396,392,392,392,396,393.733
1783,396,396,396,392,396,393.000
1784,392,392,392,392,396,393.600
1785,392,392,392,392,396,393.733
1786,392,396,396,392,396,393.933
1787,396,392,396,392,396,394.200
1788,392,392,396,392,396,394.467
1789,396,396,396,392,396,395.200
1790,396,396,392,392,396,395.333
1791,396,392,396,392,396,395.200
1792,396,396,396,392,396,395.400
1793,396,396,396,392,396,395.867
1794,396,396,396,392,396,395.667
1795,396,396,396,396,400,396.067
1796,396,396,396,396,400,396.267
1797,396,396,396,396,400,396.467
1798,396,396,396,396,400,396.800
1799,396,396,396,396,400,397.333
1800,400,396,396,396,400,396.933
1801,396,400,400,396,400,397.200
1802,396,396,400,396,400,397.533
1803,400,400,396,396,400,397.733
1804,396,400,400,396,400,398.067
1805,396,396,400,396,400,398.000
1806,400,396,396,396,400,398.133
1807,400,400,396,396,400,398.733
1808,396,400,400,396,400,399.000
1809,400,396,400,396,400,398.933
1810,400,400,400,396,400,399.133
1811,400,400,400,396,400,399.667
1812,400,400,400,396,400,399.800
1813,404,400,400,400,404,400.133
1814,400,400,400,400,404,400.600
1815,400,400,400,400,404,400.533
1816,400,400,400,400,404,400.600
1817,404,400,400,400,404,400.733
1818,404,404,400,400,404,401.800
1819,400,400,404,400,404,401.000
1820,404,404,400,400,404,401.600
1821,404,400,404,400,404,401.533
1822,400,400,400,400,404,402.000
1823,400,404,404,400,404,402.000
1824,404,400,404,400,404,402.133
1825,404,404,400,400,404,403.000
1826,404,400,400,400,404,402.733
1827,400,404,400,400,404,403.067
1828,404,404,404,400,404,403.333
1829,400,404,404,400,404,403.533
1830,404,404,404,404,404,404.000
1831,404,404,404,404,404,404.000
1832,404,404,404,404,408,404.333
1833,408,404,404,404,408,404.400
1834,404,404,404,404,408,404.733
1835,404,404,404,404,408,405.400
1836,404,404,404,404,408,405.133
1837,408,408,404,404,408,405.667
1838,404,408,404,404,408,405.333
1839,404,404,408,404,408,405.733
1840,408,408,404,404,408,406.333
1841,404,404,408,404,408,406.067
1842,408,408,404,404,408,406.333
1843,404,408,408,404,408,406.467
1844,404,408,408,404,408,406.933
1845,408,408,408,404,408,407.067
1846,404,404,408,404,408,407.467
1847,408,408,404,404,408,407.600
1848,408,408,408,404,408,407.800
1849,408,408,408,408,408,408.000
1850,408,408,408,408,412,408.200
1851,408,408,408,408,412,408.467
1852,408,408,408,408,412,408.867
1853,408,408,408,408,412,408.933
1854,412,408,408,408,412,409.067
1855,408,408,408,408,412,409.667
1856,408,412,408,408,412,409.467
1857,412,412,412,408,412,410.000
1858,408,408,412,408,412,410.067
1859,412,412,408,408,412,410.333
1860,412,412,412,408,412,410.267
1861,412,412,412,408,412,410.667
1862,412,408,412,408,412,410.667
1863,412,412,408,408,412,411.467
1864,412,412,408,408,412,411.400
1865,412,408,412,408,412,411.467
1866,412,412,412,408,412,411.800
1867,412,412,412,408,412,411.933
1868,412,412,412,412,416,412.200
1869,416,412,412,412,416,412.533
1870,416,412,412,412,416,412.800
1871,416,412,412,412,416,412.733
1872,412,412,412,412,416,413.000
1873,416,412,412,412,416,413.467
1874,416,416,412,412,416,413.467
1875,412,416,416,412,416,413.800
1876,416,416,416,412,416,413.800
1877,416,412,416,412,416,414.000
1878,416,412,412,412,416,414.600
1879,412,416,412,412,416,414.333
1880,412,416,416,412,416,414.667
1881,412,416,416,412,416,414.933
1882,412,416,416,412,416,415.533
1883,412,416,416,412,416,415.467
1884,416,412,416,412,416,415.467
1885,416,416,416,416,416,416.000
1886,416,416,416,416,420,416.267
1887,416,416,416,416,420,416.333
1888,416,416,416,416,420,416.600
1889,416,420,416,416,420,416.933
1890,416,420,416,416,420,416.867
1891,420,416,416,416,420,417.600
1892,420,420,420,416,420,417.667
1893,420,416,416,416,420,417.867
1894,416,416,416,416,420,417.800
1895,416,420,420,416,420,418.667
1896,420,416,420,416,420,418.267
1897,420,420,416,416,420,418.600
1898,420,420,420,416,420,419.067
1899,420,420,416,416,420,419.000
1900,420,420,420,416,420,419.133
1901,420,420,420,416,420,419.533
1902,420,420,420,416,420,419.867
1903,420,420,420,416,420,419.933
1904,420,420,420,420,420,420.000
1905,420,420,420,420,424,420.067
1906,420,420,420,420,424,420.600
1907,424,420,424,420,424,420.533
1908,420,420,420,420,424,420.733
1909,424,420,420,420,424,421.000
1910,420,424,424,420,424,421.267
1911,420,424,424,420,424,421.467
1912,424,424,424,420,424,421.933
1913,420,424,424,420,424,421.733
1914,424,420,424,420,424,421.867
1915,424,424,420,420,424,422.200
1916,424,420,424,420,424,423.000
1917,424,424,424,420,424,422.867
1918,420,424,424,420,424,422.933
1919,424,424,424,420,424,423.600
1920,424,424,424,420,424,423.667
1921,424,424,424,420,424,423.867
1922,424,424,424,424,428,424.067
1923,428,424,424,424,428,424.400
1924,424,428,424,424,428,424.867
1925,424,428,428,424,428,424.733
1926,424,424,424,424,428,425.467
1927,428,428,428,424,428,425.333
1928,428,428,428,424,428,425.200
1929,428,424,428,424,428,425.933
1930,428,428,424,424,428,426.067
1931,424,428,428,424,428,426.000
1932,428,428,428,424,428,426.333
1933,424,428,428,424,428,426.333
1934,428,424,428,424,428,426.733
1935,428,428,424,424,428,426.867
1936,428,428,428,424,428,427.533
1937,428,428,428,424,428,427.533
1938,428,428,428,424,428,427.600
1939,428,428,428,424,428,427.800
1940,428,428,428,428,432,428.067
1941,428,428,428,428,432,428.200
1942,432,428,428,428,432,428.467
1943,432,428,428,428,432,428.400
1944,428,428,428,428,432,428.933
1945,432,428,432,428,432,428.667
1946,428,432,428,428,432,429.400
1947,428,432,432,428,432,429.600
1948,432,428,432,428,432,429.800
1949,432,432,428,428,432,430.400
1950,432,428,432,428,432,430.133
1951,428,432,432,428,432,430.533
1952,432,432,432,428,432,430.800
1953,432,432,432,428,432,430.600
1954,432,432,432,428,432,431.400
1955,428,432,432,428,432,431.267
1956,432,432,432,428,432,431.467
1957,432,432,432,432,432,432.000
1958,432,432,432,432,436,432.200
1959,432,436,432,432,436,432.200
1960,432,432,436,432,436,432.600
1961,432,432,432,432,436,432.933
1962,432,432,432,432,436,433.000
1963,432,432,432,432,436,433.000
1964,432,432,432,432,436,433.133
1965,432,436,432,432,436,433.800
1966,436,432,432,432,436,433.667
1967,432,436,432,432,436,434.133
1968,432,432,436,432,436,434.267
1969,436,432,432,432,436,433.933
1970,432,432,432,432,436,434.667
1971,432,432,432,432,436,434.467
1972,436,436,436,432,436,435.400
1973,436,432,432,432,436,435.267
1974,432,436,436,432,436,435.333
1975,436,436,436,432,436,435.667
1976,436,436,436,432,436,435.933
1977,436,436,436,436,440,436.200
1978,436,436,436,436,440,436.200
1979,436,436,436,436,440,436.467
1980,436,436,436,436,440,436.800
1981,436,436,436,436,440,436.733
1982,436,436,436,436,440,437.533
1983,436,436,436,436,440,437.467
1984,440,436,436,436,440,437.600
1985,436,436,436,436,440,437.800
1986,436,440,436,436,440,438.000
1987,436,440,440,436,440,438.467
1988,436,436,440,436,440,438.667
1989,436,436,436,436,440,438.800
1990,436,436,436,436,440,439.400
1991,436,440,436,436,440,438.867
1992,440,436,440,436,440,439.467
1993,440,440,440,436,440,439.467
1994,440,440,440,440,440,440.000
1995,440,440,440,440,444,440.067
1996,440,440,440,440,444,440.333
1997,440,440,440,440,444,440.667
1998,440,440,440,440,444,440.733
1999,440,440,440,440,444,441.267
2000,440,440,440,440,444,441.067
2001,440,440,440,440,444,441.333
2002,440,444,440,440,444,441.733
2003,440,440,444,440,444,441.667
2004,444,444,440,440,444,442.000
2005,440,444,444,440,444,442.400
2006,444,444,440,440,444,443.000
2007,444,444,444,440,444,442.333
2008,444,444,444,440,444,443.133
2009,444,444,444,440,444,443.267
2010,440,440,444,440,444,443.467
2011,444,444,444,440,444,443.733
2012,444,444,444,440,444,443.800
2013,444,444,444,444,448,444.067
2014,444,444,444,444,448,444.533
2015,444,444,444,444,448,444.467
2016,444,448,444,444,448,444.600
2017,444,444,444,444,448,444.933
2018,444,444,444,444,448,445.200
2019,448,444,448,444,448,445.533
2020,444,448,444,444,448,445.533
2021,448,444,448,444,448,446.000
2022,444,444,448,444,448,446.467
2023,444,448,448,444,448,446.067
2024,448,448,448,444,448,446.600
2025,448,448,448,444,448,447.200
2026,448,444,448,444,448,447.267
2027,448,448,448,444,448,447.333
2028,448,448,444,444,448,447.600
2029,444,448,448,444,448,447.667
2030,448,448,448,444,448,447.933
2031,448,448,448,448,452,448.133
2032,448,448,452,448,452,448.333
2033,452,448,448,448,452,448.667
2034,452,448,448,448,452,448.800
2035,452,448,448,448,452,448.667
2036,448,452,448,448,452,448.667
2037,452,452,452,448,452,449.267
2038,452,452,448,448,452,450.067
2039,448,448,452,448,452,450.533
2040,452,452,448,448,452,450.467
2041,452,452,452,448,452,450.067
2042,452,448,452,448,452,450.467
2043,452,452,448,448,452,450.067
2044,448,452,452,448,452,450.733
2045,452,452,452,448,452,451.467
2046,452,452,452,448,452,451.667
2047,452,452,452,448,452,451.733
2048,452,452,452,448,452,451.733
2049,452,452,452,452,456,452.200
2050,456,452,452,452,456,452.333
2051,452,452,452,452,456,452.533
2052,452,452,452,452,456,453.200
2053,452,452,452,452,456,452.800
2054,456,452,452,452,456,453.267
2055,456,452,452,452,456,453.267
2056,452,452,452,452,456,453.600
2057,456,452,452,452,456,453.933
2058,456,452,452,452,456,454.133
2059,452,452,452,452,456,454.133
2060,452,452,452,452,456,454.267
2061,456,452,452,452,456,454.400
2062,452,456,452,452,456,454.733
2063,456,456,456,452,456,455.133
2064,456,456,456,452,456,455.533
2065,456,456,456,452,456,455.800
2066,456,452,456,452,456,455.800
2067,456,456,456,456,460,456.133
2068,456,456,456,456,460,456.400
2069,456,456,456,456,460,456.267
2070,456,456,456,456,460,456.800
2071,456,460,456,456,460,457.067
2072,456,456,460,456,460,456.933
2073,456,456,456,456,460,457.600
2074,456,456,456,456,460,457.733
2075,456,456,456,456,460,458.200
2076,456,460,456,456,460,458.267
2077,456,460,460,456,460,457.800
2078,456,456,460,456,460,458.267
2079,460,460,456,456,460,458.400
2080,460,460,460,456,460,459.133
2081,460,460,460,456,460,459.467
2082,460,456,456,456,460,459.733
2083,460,460,456,456,460,459.667
2084,460,460,460,456,460,459.867
2085,460,460,460,460,464,460.133
2086,460,460,460,460,464,460.333
2087,460,464,460,460,464,460.333
2088,460,460,460,460,464,460.733
2089,460,460,460,460,464,461.267
2090,464,464,464,460,464,461.267
2091,460,464,464,460,464,461.533
2092,460,460,464,460,464,461.533
2093,464,460,464,460,464,462.067
2094,464,460,460,460,464,461.667
2095,460,464,460,460,464,462.133
2096,464,464,464,460,464,462.600
2097,464,464,464,460,464,462.467
2098,464,464,464,460,464,462.600
2099,464,464,464,460,464,463.067
2100,464,460,464,460,464,463.467
2101,464,464,464,460,464,463.600
2102,464,464,464,460,464,463.667
2103,464,464,464,464,468,464.067
2104,464,464,464,464,468,464.267
2105,468,464,464,464,468,464.600
2106,468,464,464,464,468,464.800
2107,464,464,464,464,468,464.867
2108,468,464,468,464,468,465.200
2109,468,464,464,464,468,465.467
2110,464,468,464,464,468,465.267
2111,464,464,468,464,468,465.867
2112,468,464,464,464,468,466.067
2113,468,468,464,464,468,465.800
2114,464,468,468,464,468,466.733
2115,468,468,468,464,468,466.467
2116,468,468,468,464,468,466.867
2117,468,468,468,464,468,467.067
2118,468,468,468,464,468,467.400
2119,464,464,468,464,468,467.467
2120,468,468,468,464,468,467.667
2121,468,468,468,468,468,468.000
2122,468,468,468,468,472,468.200
2123,468,468,468,468,472,468.200
2124,468,468,468,468,472,469.067
2125,472,472,468,468,472,468.800
2126,468,468,472,468,472,469.067
2127,472,468,472,468,472,469.467
2128,468,472,468,468,472,469.000
2129,468,468,472,468,472,470.267
2130,472,468,468,468,472,470.133
2131,472,468,468,468,472,469.667
2132,472,472,468,468,472,470.133
2133,472,472,472,468,472,470.733
2134,472,472,472,468,472,470.533
2135,472,472,472,468,472,470.933
2136,472,472,472,468,472,471.400
2137,472,468,472,468,472,471.533
2138,472,468,472,468,472,471.733
2139,472,472,472,468,472,471.933
2140,472,472,472,472,476,472.200
2141,472,472,472,472,476,472.067
2142,476,472,476,472,476,472.467
2143,476,472,472,472,476,472.533
2144,472,472,472,472,476,473.067
2145,472,472,472,472,476,473.000
2146,472,472,472,472,476,473.200
2147,472,472,472,472,476,473.733
2148,472,476,476,472,476,473.800
2149,476,472,476,472,476,474.067
2150,476,476,472,472,476,474.333
2151,476,472,476,472,476,474.333
2152,472,472,472,472,476,474.800
2153,476,476,476,472,476,474.933
2154,472,476,476,472,476,475.267
2155,472,476,476,472,476,475.267
2156,472,472,476,472,476,475.533
2157,476,476,476,472,476,475.933
2158,476,476,476,476,476,476.000
2159,476,476,476,476,480,476.267
2160,476,476,476,476,480,476.333
2161,476,476,480,476,480,476.533
2162,476,480,476,476,480,476.933
2163,476,476,480,476,480,477.267
2164,480,476,476,476,480,477.533
2165,480,476,480,476,480,477.867
2166,476,476,476,476,480,478.267
2167,480,480,476,476,480,478.467
2168,476,480,480,476,480,478.467
2169,480,480,480,476,480,478.467
2170,480,480,476,476,480,479.133
2171,480,480,480,476,480,479.333
2172,480,480,480,476,480,479.467
2173,476,480,480,476,480,479.600
2174,480,480,480,476,480,479.800
2175,480,480,480,476,480,479.800
2176,480,480,480,480,484,480.133
2177,480,484,480,480,484,480.400
2178,480,480,484,480,484,480.733
2179,480,480,480,480,484,480.800
2180,480,480,480,480,484,481.000
2181,484,484,480,480,484,481.133
2182,480,484,484,480,484,481.200
2183,480,484,484,480,484,481.800
2184,484,480,484,480,484,481.867
2185,480,484,480,480,484,482.000
2186,484,480,484,480,484,482.400
2187,484,480,484,480,484,482.733
2188,484,484,484,480,484,482.867
2189,484,484,484,480,484,482.933
2190,484,484,484,480,484,483.600
2191,484,484,484,480,484,483.467
2192,484,484,484,480,484,483.467
2193,484,484,484,480,484,483.867
2194,484,484,484,484,488,484.067
2195,484,484,484,484,488,484.267
2196,484,484,484,484,488,484.733
2197,484,484,484,484,488,485.267
2198,488,484,484,484,488,485.133
2199,488,488,488,484,488,485.400
2200,488,484,488,484,488,485.467
2201,484,484,484,484,488,485.933
2202,488,488,484,484,488,485.667
2203,484,488,488,484,488,485.667
2204,484,488,488,484,488,486.267
2205,488,488,488,484,488,487.000
2206,488,488,488,484,488,486.867
2207,488,484,488,484,488,486.667
2208,488,488,488,484,488,487.267
2209,488,488,488,484,488,487.200
2210,488,488,488,484,488,487.333
2211,488,488,488,484,488,487.867
2212,488,488,488,488,492,488.267
2213,488,488,488,488,492,488.200
2214,488,488,488,488,492,488.267
2215,488,492,488,488,492,489.000
2216,492,488,492,488,492,488.600
2217,488,492,492,488,492,489.267
2218,488,488,492,488,492,489.533
2219,488,488,488,488,492,489.533
2220,492,488,488,488,492,489.333
2221,492,492,488,488,492,489.733
2222,492,488,492,488,492,490.267
2223,492,492,488,488,492,490.600
2224,488,492,492,488,492,490.533
2225,492,492,492,488,492,490.600
2226,492,492,492,488,492,491.133
2227,492,492,492,488,492,491.067
2228,492,492,492,488,492,491.533
2229,492,492,492,488,492,491.867
2230,492,492,492,492,492,492.000
2231,492,492,492,492,496,492.267
2232,492,492,496,492,496,492.533
2233,492,496,496,492,496,492.600
2234,496,496,496,492,496,492.867
2235,492,492,492,492,496,493.267
2236,492,492,492,492,496,492.933
2237,492,492,492,492,496,493.667
2238,492,492,496,492,496,494.067
2239,492,492,492,492,496,494.000
2240,496,492,492,492,496,494.267
2241,496,496,492,492,496,494.533
2242,496,496,496,492,496,494.733
2243,496,496,496,492,496,494.800
2244,496,496,496,492,496,495.267
2245,492,492,496,492,496,495.400
2246,496,496,496,492,496,495.667
2247,496,496,496,492,496,495.933
2248,496,496,496,496,496,496.000
2249,496,496,496,496,500,496.200
2250,496,496,496,496,500,496.400
2251,500,500,496,496,500,496.400
2252,496,496,500,496,500,497.200
2253,496,496,496,496,500,496.400
2254,500,496,496,496,500,497.000
2255,496,496,496,496,500,497.400
2256,496,496,496,496,500,497.800
2257,496,496,496,496,500,497.667
2258,500,500,496,496,500,498.533
2259,500,500,500,496,500,498.267
2260,500,500,500,496,500,498.667
2261,500,496,500,496,500,498.733
2262,500,496,500,496,500,498.933
2263,496,496,500,496,500,499.267
2264,500,496,500,496,500,499.200
2265,500,500,500,496,500,499.667
2266,500,500,500,500,500,500.000
2267,500,500,500,500,504,500.200
2268,500,500,500,500,504,500.733
2269,500,500,500,500,504,500.600
2270,500,500,504,500,504,501.067
2271,500,500,504,500,504,500.800
2272,500,500,500,500,504,501.667
2273,500,504,500,500,504,501.200
2274,500,504,504,500,504,502.000
2275,504,500,504,500,504,502.267
2276,504,504,504,500,504,502.400
2277,504,504,504,500,504,502.800
2278,504,504,504,500,504,502.533
2279,504,504,504,500,504,502.867
2280,504,504,504,500,504,502.667
2281,500,504,500,500,504,503.533
2282,500,500,504,500,504,503.533
2283,504,504,504,500,504,503.667
2284,504,504,504,500,504,503.933
2285,504,504,504,504,504,504.000
2286,504,508,504,504,508,504.600
2287,508,504,508,504,508,504.667
2288,504,504,504,504,508,505.000
2289,504,504,508,504,508,504.600
2290,504,504,504,504,508,505.467
2291,508,508,504,504,508,505.800
2292,504,504,508,504,508,505.800
2293,508,504,504,504,508,505.867
2294,508,504,508,504,508,506.400
2295,508,508,504,504,508,506.400
2296,508,504,508,504,508,506.333
2297,504,504,508,504,508,507.133
2298,508,508,508,504,508,507.200
2299,504,508,504,504,508,507.600
2300,504,504,508,504,508,507.667
2301,508,504,508,504,508,507.800
2302,508,508,508,508,512,508.067
2303,508,508,508,508,512,508.133
2304,508,508,512,508,512,508.533
2305,512,508,508,508,512,508.667
2306,508,512,508,508,512,508.867
2307,508,508,512,508,512,509.333
2308,508,508,508,508,512,509.267
2309,508,508,508,508,512,509.533
2310,508,512,508,508,512,509.933
2311,508,512,512,508,512,510.000
2312,512,508,512,508,512,509.933
2313,512,512,508,508,512,510.600
2314,508,512,512,508,512,510.533
2315,508,512,508,508,512,510.867
2316,512,512,512,508,512,511.267
2317,512,512,512,508,512,511.533
2318,512,512,512,508,512,511.867
2319,512,512,512,508,512,511.933
2320,512,512,512,512,516,512.200
2321,512,512,512,512,516,512.333
2322,512,512,512,512,516,513.000
2323,512,512,512,512,516,512.733
2324,512,512,512,512,516,513.200
2325,516,512,512,512,516,513.000
2326,512,516,516,512,516,513.333
2327,516,512,516,512,516,513.867
2328,516,512,512,512,516,513.800
2329,512,516,512,512,516,514.000
2330,516,516,516,512,516,514.133
2331,512,512,516,512,516,514.600
2332,516,516,512,512,516,514.200
2333,516,516,516,512,516,514.933
2334,512,516,516,512,516,515.333
2335,516,512,516,512,516,515.400
2336,516,516,516,512,516,515.933
2337,516,516,512,512,516,515.800
2338,516,516,516,516,520,516.067
2339,516,516,516,516,520,516.333
2340,516,516,516,516,520,517.200
2341,516,516,516,516,520,516.933
2342,520,516,516,516,520,516.933
2343,520,516,520,516,520,517.200
2344,516,516,520,516,520,517.333
2345,516,516,516,516,520,517.733
2346,520,520,520,516,520,518.333
2347,520,516,520,516,520,518.467
2348,516,516,520,516,520,518.067
2349,520,516,516,516,520,518.867
2350,520,520,516,516,520,518.867
2351,516,516,520,516,520,518.733
2352,520,520,516,516,520,519.333
2353,520,520,520,516,520,519.400
2354,520,520,520,516,520,519.800
2355,520,520,520,516,520,519.733
2356,520,520,520,520,524,520.067
2357,520,520,520,520,524,520.067
2358,520,520,524,520,524,520.867
2359,520,520,520,520,524,520.867
2360,524,524,524,520,524,521.200
2361,520,524,524,520,524,521.200
2362,524,520,524,520,524,521.600
2363,524,524,524,520,524,521.733
2364,520,520,524,520,524,521.867
2365,520,520,520,520,524,522.067
2366,520,524,520,520,524,522.267
2367,524,524,524,520,524,522.600
2368,520,524,524,520,524,523.067
2369,524,524,524,520,524,523.200
2370,524,524,524,520,524,523.400
2371,524,524,524,520,524,523.467
2372,524,524,524,520,524,523.467
2373,524,524,524,520,524,523.867
2374,524,524,524,524,524,524.000
2375,524,524,524,524,528,524.200
2376,524,524,524,524,528,524.733
2377,528,524,524,524,528,524.867
2378,528,528,524,524,528,524.600
2379,528,524,524,524,528,525.000
2380,528,528,524,524,528,525.467
2381,524,528,528,524,528,525.800
2382,524,524,528,524,528,525.467
2383,528,528,524,524,528,526.267
2384,528,524,528,524,528,526.600
2385,528,528,528,524,528,526.400
2386,528,528,528,524,528,526.600
2387,524,528,528,524,528,527.067
2388,528,528,528,524,528,527.267
2389,524,528,528,524,528,527.200
2390,528,528,528,524,528,527.667
2391,528,528,528,524,528,527.800
2392,528,528,528,528,532,528.067
2393,528,528,528,528,532,528.133
2394,528,528,528,528,532,528.667
2395,528,528,528,528,532,528.400
2396,528,528,528,528,532,528.867
2397,528,528,528,528,532,529.000
2398,528,528,528,528,532,529.200
2399,528,528,528,528,532,529.600
2400,532,528,528,528,532,530.000
2401,528,532,532,528,532,530.333
2402,528,528,532,528,532,530.467
2403,532,532,528,528,532,530.133
2404,532,528,532,528,532,530.667
2405,528,532,528,528,532,530.333
2406,532,528,532,528,532,531.333
2407,532,532,528,528,532,531.600
2408,532,532,532,528,532,531.667
2409,532,532,532,528,532,531.867
2410,532,532,532,532,532,532.000
2411,532,532,532,532,536,532.133
2412,532,532,532,532,536,532.400
2413,532,532,532,532,536,532.667
2414,532,532,536,532,536,532.467
2415,532,532,532,532,536,533.400
2416,532,532,532,532,536,533.267
2417,536,536,532,532,536,533.400
2418,536,532,536,532,536,533.600
2419,532,536,532,532,536,533.667
2420,536,532,536,532,536,534.333
2421,532,532,532,532,536,534.267
2422,536,536,532,532,536,534.467
2423,532,536,536,532,536,534.533
2424,536,536,536,532,536,534.733
2425,532,532,536,532,536,535.267
2426,536,536,536,532,536,535.400
2427,536,536,536,532,536,535.800
2428,536,536,536,532,536,535.933
2429,540,536,540,536,540,536.200
2430,536,540,536,536,540,536.333
2431,536,536,536,536,540,536.333
2432,536,536,536,536,540,536.733
2433,536,536,540,536,540,536.867
2434,536,536,536,536,540,537.133
2435,536,540,536,536,540,537.733
2436,540,536,536,536,540,537.867
2437,536,536,536,536,540,537.600
2438,536,536,536,536,540,538.133
2439,540,540,536,536,540,538.733
2440,540,536,540,536,540,538.333
2441,540,536,536,536,540,538.667
2442,540,540,536,536,540,539.067
2443,540,536,540,536,540,539.400
2444,540,540,540,536,540,539.400
2445,540,540,540,536,540,539.667
2446,540,540,540,536,540,539.867
2447,540,540,540,540,544,540.067
2448,540,540,540,540,544,540.267
2449,544,540,540,540,544,540.400
2450,540,540,540,540,544,540.933
2451,540,540,544,540,544,541.000
2452,544,540,540,540,544,541.200
2453,540,540,540,540,544,541.600
2454,540,540,540,540,544,541.800
2455,540,544,540,540,544,542.000
2456,544,544,544,540,544,541.933
2457,540,540,544,540,544,541.867
2458,540,544,544,540,544,542.600
2459,544,540,544,540,544,542.733
2460,544,544,544,540,544,542.867
2461,544,540,544,540,544,542.800
